"","Nest","maxclutch","year","site"
"1520","MSS078",5,2006,"kig"
"1521","MSS079",5,2006,"kig"
"1522","PLF029",3,2006,"kig"
"1523","PLF083",6,2006,"kig"
"1524","PLF122",3,2006,"kig"
"1525","BCL001",5,2007,"kig"
"1526","BCL004",4,2007,"kig"
"1527","BCL006",5,2007,"kig"
"1528","BCL007",5,2007,"kig"
"1529","BCL013",5,2007,"kig"
"1530","BCL015",6,2007,"kig"
"1531","BCL020",5,2007,"kig"
"1532","BCL027",6,2007,"kig"
"1533","BCL031",6,2007,"kig"
"1534","BCL036",6,2007,"kig"
"1535","BCL039",6,2007,"kig"
"1536","BCL040",6,2007,"kig"
"1537","BCL043",6,2007,"kig"
"1538","BCL044",5,2007,"kig"
"1539","BCL045",4,2007,"kig"
"1540","BCL047",6,2007,"kig"
"1541","BCL048",5,2007,"kig"
"1542","BCL049",5,2007,"kig"
"1543","BCL051",5,2007,"kig"
"1544","BCL052",5,2007,"kig"
"1545","BCL055",5,2007,"kig"
"1546","BCL056",5,2007,"kig"
"1547","BCL057",6,2007,"kig"
"1548","BCL060",5,2007,"kig"
"1549","BCL061",6,2007,"kig"
"1550","BCL063",5,2007,"kig"
"1551","BCL067",5,2007,"kig"
"1552","BCL068",5,2007,"kig"
"1553","BCL071",6,2007,"kig"
"1554","BCL072",5,2007,"kig"
"1555","BCL073",4,2007,"kig"
"1556","BCL074",5,2007,"kig"
"1557","BCL075",5,2007,"kig"
"1558","BCL076",4,2007,"kig"
"1559","BCL077",5,2007,"kig"
"1560","BCL078",6,2007,"kig"
"1561","BCL079",4,2007,"kig"
"1562","BCL080",6,2007,"kig"
"1563","BCL081",4,2007,"kig"
"1564","BCL082",6,2007,"kig"
"1565","BCL083",5,2007,"kig"
"1566","BCL084",4,2007,"kig"
"1567","BCL086",5,2007,"kig"
"1568","BCL087",5,2007,"kig"
"1569","BCL088",2,2007,"kig"
"1570","BCL089",6,2007,"kig"
"1571","JBW020",6,2007,"kig"
"1572","JBW022",5,2007,"kig"
"1573","JBW028",4,2007,"kig"
"1574","JBW029",5,2007,"kig"
"1575","JBW037",7,2007,"kig"
"1576","JBW039",4,2007,"kig"
"1577","JBW044",7,2007,"kig"
"1578","JBW046",5,2007,"kig"
"1579","JBW048",5,2007,"kig"
"1580","JBW049",6,2007,"kig"
"1581","JBW050",6,2007,"kig"
"1582","JBW051",5,2007,"kig"
"1583","JBW053",5,2007,"kig"
"1584","JBW054",6,2007,"kig"
"1585","JBW055",5,2007,"kig"
"1586","JBW056",5,2007,"kig"
"1587","JBW057",6,2007,"kig"
"1588","JBW058",6,2007,"kig"
"1589","JBW061",6,2007,"kig"
"1590","JBW062",5,2007,"kig"
"1591","JBW063",5,2007,"kig"
"1592","JBW064",3,2007,"kig"
"1593","JBW065",6,2007,"kig"
"1594","JBW066",5,2007,"kig"
"1595","JBW067",6,2007,"kig"
"1596","JBW069",6,2007,"kig"
"1597","JBW070",5,2007,"kig"
"1598","JBW073",4,2007,"kig"
"1599","JBW074",6,2007,"kig"
"1600","JBW075",5,2007,"kig"
"1601","JBW077",6,2007,"kig"
"1602","JBW080",6,2007,"kig"
"1603","JBW081",5,2007,"kig"
"1604","JBW082",6,2007,"kig"
"1605","JBW083",6,2007,"kig"
"1606","JBW084",6,2007,"kig"
"1607","JBW085",5,2007,"kig"
"1608","JBW087",6,2007,"kig"
"1609","JBW089",5,2007,"kig"
"1610","JBW093",5,2007,"kig"
"1611","JBW097",4,2007,"kig"
"1612","JBW098",4,2007,"kig"
"1613","JBW100",5,2007,"kig"
"1614","JBW101",4,2007,"kig"
"1615","JJW007",5,2007,"kig"
"1616","JJW008",6,2007,"kig"
"1617","JJW016",5,2007,"kig"
"1618","JJW021",3,2007,"kig"
"1619","JJW025",6,2007,"kig"
"1620","JJW026",6,2007,"kig"
"1621","JJW029",7,2007,"kig"
"1622","JJW030",7,2007,"kig"
"1623","JJW032",5,2007,"kig"
"1624","JJW037",6,2007,"kig"
"1625","JJW041",5,2007,"kig"
"1626","JJW045",5,2007,"kig"
"1627","JJW046",5,2007,"kig"
"1628","JJW048",7,2007,"kig"
"1629","JJW049",7,2007,"kig"
"1630","JJW050",6,2007,"kig"
"1631","JJW051",3,2007,"kig"
"1632","JJW052",7,2007,"kig"
"1633","JJW053",6,2007,"kig"
"1634","JJW054",5,2007,"kig"
"1635","JJW055",5,2007,"kig"
"1636","JJW056",5,2007,"kig"
"1637","JJW057",4,2007,"kig"
"1638","JJW058",3,2007,"kig"
"1639","JJW059",6,2007,"kig"
"1640","JJW060",4,2007,"kig"
"1641","JJW063",5,2007,"kig"
"1642","MLS018",2,2007,"kig"
"1643","MLS031",5,2007,"kig"
"1644","MLS035",6,2007,"kig"
"1645","MLS040",6,2007,"kig"
"1646","MLS041",5,2007,"kig"
"1647","MLS045",5,2007,"kig"
"1648","MLS046",6,2007,"kig"
"1649","MLS047",5,2007,"kig"
"1650","MLS048",5,2007,"kig"
"1651","MLS052",5,2007,"kig"
"1652","MLS053",6,2007,"kig"
"1653","MLS057",6,2007,"kig"
"1654","MLS059",6,2007,"kig"
"1655","MLS060",5,2007,"kig"
"1656","MLS062",6,2007,"kig"
"1657","MLS065",4,2007,"kig"
"1658","MLS066",5,2007,"kig"
"1659","MLS067",5,2007,"kig"
"1660","MLS069",6,2007,"kig"
"1661","MLS073",5,2007,"kig"
"1662","PLF046",5,2007,"kig"
"1663","PLF075",5,2007,"kig"
"1664","PLF077",5,2007,"kig"
"1665","TJH014",4,2007,"kig"
"1666","TJH015",5,2007,"kig"
"1667","TJH019",5,2007,"kig"
"1668","TJH023",5,2007,"kig"
"1669","TJH024",6,2007,"kig"
"1670","TJH025",5,2007,"kig"
"1671","TJH026",4,2007,"kig"
"1672","TJH028",4,2007,"kig"
"1673","TJH030",7,2007,"kig"
"1674","TJH033",5,2007,"kig"
"1675","TJH034",5,2007,"kig"
"1676","TJH039",5,2007,"kig"
"1677","TJH043",6,2007,"kig"
"1678","TJH044",7,2007,"kig"
"1679","TJH045",6,2007,"kig"
"1680","TJH046",5,2007,"kig"
"1681","TJH052",6,2007,"kig"
"1682","TJH056",5,2007,"kig"
"1683","TJH057",6,2007,"kig"
"1684","TJH059",6,2007,"kig"
"1685","TJH061",5,2007,"kig"
"1686","TJH062",5,2007,"kig"
"1687","TJH063",6,2007,"kig"
"1688","TJH064",6,2007,"kig"
"1689","TJH065",4,2007,"kig"
"1690","TJH066",5,2007,"kig"
"1691","TJH067",5,2007,"kig"
"1692","TJH068",5,2007,"kig"
"1693","TJH069",5,2007,"kig"
"1694","TJH071",5,2007,"kig"
"1695","TJH073",6,2007,"kig"
"1696","TJH074",5,2007,"kig"
"1697","TJH075",5,2007,"kig"
"1698","TJH076",6,2007,"kig"
"1699","TJH077",6,2007,"kig"
"1700","TJH078",4,2007,"kig"
"1701","TJH082",5,2007,"kig"
"1702","TJH083",3,2007,"kig"
"1703","TJH084",5,2007,"kig"
"1704","TJH085",5,2007,"kig"
"1705","BCL010",5,2008,"kig"
"1706","BCL011",5,2008,"kig"
"1707","BCL013",5,2008,"kig"
"1708","BCL014",6,2008,"kig"
"1709","BCL015",6,2008,"kig"
"1710","BCL016",4,2008,"kig"
"1711","BCL017",5,2008,"kig"
"1712","BCL020",5,2008,"kig"
"1713","BCL022",5,2008,"kig"
"1714","BCL023",5,2008,"kig"
"1715","BCL024",6,2008,"kig"
"1716","BCL025",6,2008,"kig"
"1717","BCL028",5,2008,"kig"
"1718","BCL029",4,2008,"kig"
"1719","BCL030",6,2008,"kig"
"1720","BCL031",5,2008,"kig"
"1721","BCL032",5,2008,"kig"
"1722","BCL033",5,2008,"kig"
"1723","BCL034",5,2008,"kig"
"1724","BCL035",6,2008,"kig"
"1725","BCL038",2,2008,"kig"
"1726","BCL042",6,2008,"kig"
"1727","BCL044",6,2008,"kig"
"1728","BCL046",7,2008,"kig"
"1729","BCL048",5,2008,"kig"
"1730","BCL049",4,2008,"kig"
"1731","BCL050",4,2008,"kig"
"1732","BCL051",5,2008,"kig"
"1733","BCL052",5,2008,"kig"
"1734","BCL053",5,2008,"kig"
"1735","BCL054",5,2008,"kig"
"1736","BCL055",5,2008,"kig"
"1737","BCL056",5,2008,"kig"
"1738","BCL057",5,2008,"kig"
"1739","BCL058",4,2008,"kig"
"1740","BCL061",5,2008,"kig"
"1741","BCL063",6,2008,"kig"
"1742","BCL064",5,2008,"kig"
"1743","BCL065",5,2008,"kig"
"1744","BCL066",5,2008,"kig"
"1745","BCL067",6,2008,"kig"
"1746","BCL068",6,2008,"kig"
"1747","BCL069",4,2008,"kig"
"1748","BCL070",6,2008,"kig"
"1749","BCL071",3,2008,"kig"
"1750","BCL072",5,2008,"kig"
"1751","BCL073",3,2008,"kig"
"1752","BCL074",5,2008,"kig"
"1753","BCL075",4,2008,"kig"
"1754","JKL011",4,2008,"kig"
"1755","JKL015",5,2008,"kig"
"1756","JKL018",6,2008,"kig"
"1757","JKL020",5,2008,"kig"
"1758","JKL024",6,2008,"kig"
"1759","JKL025",6,2008,"kig"
"1760","JKL027",6,2008,"kig"
"1761","JKL029",6,2008,"kig"
"1762","JKL033",5,2008,"kig"
"1763","JKL034",5,2008,"kig"
"1764","JKL035",4,2008,"kig"
"1765","JKL036",10,2008,"kig"
"1766","JKL040",5,2008,"kig"
"1767","JKL041",5,2008,"kig"
"1768","JKL042",6,2008,"kig"
"1769","JKL043",7,2008,"kig"
"1770","JKL044",6,2008,"kig"
"1771","JKL046",5,2008,"kig"
"1772","JKL047",5,2008,"kig"
"1773","JKL049",6,2008,"kig"
"1774","JKL050",5,2008,"kig"
"1775","JKL051",5,2008,"kig"
"1776","JKL052",5,2008,"kig"
"1777","JKL053",6,2008,"kig"
"1778","JKL054",5,2008,"kig"
"1779","JKL055",5,2008,"kig"
"1780","JKL056",6,2008,"kig"
"1781","JKL057",4,2008,"kig"
"1782","JKL058",4,2008,"kig"
"1783","JKL059",5,2008,"kig"
"1784","JKL060",6,2008,"kig"
"1785","JKL061",2,2008,"kig"
"1786","JKL062",5,2008,"kig"
"1787","JKL063",2,2008,"kig"
"1788","JKL064",5,2008,"kig"
"1789","JKL065",6,2008,"kig"
"1790","JKL066",5,2008,"kig"
"1791","JKL067",4,2008,"kig"
"1792","PLF004",5,2008,"kig"
"1793","PLF010",2,2008,"kig"
"1794","PLF024",5,2008,"kig"
"1795","PLF101",6,2008,"kig"
"1796","PLF102",5,2008,"kig"
"1797","SMO012",6,2008,"kig"
"1798","SMO018",5,2008,"kig"
"1799","SMO020",6,2008,"kig"
"1800","SMO023",6,2008,"kig"
"1801","SMO026",6,2008,"kig"
"1802","SMO028",5,2008,"kig"
"1803","SMO029",5,2008,"kig"
"1804","SMO031",5,2008,"kig"
"1805","SMO032",6,2008,"kig"
"1806","SMO034",5,2008,"kig"
"1807","SMO036",5,2008,"kig"
"1808","SMO038",6,2008,"kig"
"1809","SMO040",3,2008,"kig"
"1810","SMO041",6,2008,"kig"
"1811","SMO042",4,2008,"kig"
"1812","SMO043",6,2008,"kig"
"1813","SMO044",6,2008,"kig"
"1814","SMO048",6,2008,"kig"
"1815","SMO049",6,2008,"kig"
"1816","SMO050",5,2008,"kig"
"1817","SMO051",6,2008,"kig"
"1818","SMO052",5,2008,"kig"
"1819","SMO053",6,2008,"kig"
"1820","SMO055",5,2008,"kig"
"1821","SMO056",6,2008,"kig"
"1822","SMO059",5,2008,"kig"
"1823","SMO060",5,2008,"kig"
"1824","SMO063",3,2008,"kig"
"1825","SMO064",5,2008,"kig"
"1826","SMO065",6,2008,"kig"
"1827","SMO067",4,2008,"kig"
"1828","SMO068",6,2008,"kig"
"1829","SMO069",6,2008,"kig"
"1830","SMO070",5,2008,"kig"
"1831","SMO071",5,2008,"kig"
"1832","SMO072",4,2008,"kig"
"1833","SMO073",3,2008,"kig"
"1834","SMO074",3,2008,"kig"
"1835","SMO075",4,2008,"kig"
"1836","SMO077",4,2008,"kig"
"1837","J00003",3,2009,"kig"
"1838","J00038",2,2009,"kig"
"1839","J00047",4,2009,"kig"
"1840","J00051",2,2009,"kig"
"1841","J00054",3,2009,"kig"
"1842","J00072",2,2009,"kig"
"1843","J00080",2,2009,"kig"
"1844","J00099",2,2009,"kig"
"1845","J00101",3,2009,"kig"
"1846","J00102",3,2009,"kig"
"1847","J00106",3,2009,"kig"
"1848","J00109",2,2009,"kig"
"1849","J00110",2,2009,"kig"
"1850","J00113",3,2009,"kig"
"1851","J00114",4,2009,"kig"
"1852","J00117",2,2009,"kig"
"1853","J00118",3,2009,"kig"
"1854","J00120",3,2009,"kig"
"1855","J00121",3,2009,"kig"
"1856","J00122",3,2009,"kig"
"1857","M00005",3,2009,"kig"
"1858","M00020",4,2009,"kig"
"1859","M00024",4,2009,"kig"
"1860","M00025",4,2009,"kig"
"1861","M00028",4,2009,"kig"
"1862","M00031",3,2009,"kig"
"1863","M00039",3,2009,"kig"
"1864","M00041",3,2009,"kig"
"1865","M00042",2,2009,"kig"
"1866","M00043",4,2009,"kig"
"1867","M00050",3,2009,"kig"
"1868","M00053",3,2009,"kig"
"1869","N00024",4,2009,"kig"
"1870","N00036",3,2009,"kig"
"1871","N00042",5,2009,"kig"
"1872","N00055",4,2009,"kig"
"1873","N00069",4,2009,"kig"
"1874","N00077",5,2009,"kig"
"1875","N00079",4,2009,"kig"
"1876","N00082",4,2009,"kig"
"1877","N00091",2,2009,"kig"
"1878","N00092",4,2009,"kig"
"1879","N00093",3,2009,"kig"
"1880","N00094",3,2009,"kig"
"1881","N00095",3,2009,"kig"
"1882","N00096",3,2009,"kig"
"1883","N00101",3,2009,"kig"
"1884","N00102",3,2009,"kig"
"1885","N00103",3,2009,"kig"
"1886","N00104",3,2009,"kig"
"1887","N00106",4,2009,"kig"
"1888","N00108",3,2009,"kig"
"1889","R00054",3,2009,"kig"
"1890","R00055",4,2009,"kig"
"1891","R00057",2,2009,"kig"
"1892","R00058",2,2009,"kig"
"1893","R00063",3,2009,"kig"
"1894","R00070",3,2009,"kig"
"1895","R00078",4,2009,"kig"
"1896","R00083",3,2009,"kig"
"1897","R00085",4,2009,"kig"
"1898","R00102",4,2009,"kig"
"1899","R00103",4,2009,"kig"
"1900","R00111",4,2009,"kig"
"1901","R00115",2,2009,"kig"
"1902","R00125",3,2009,"kig"
"1903","R00127",2,2009,"kig"
"1904","R00129",3,2009,"kig"
"1905","R00130",3,2009,"kig"
"1906","R00131",2,2009,"kig"
"1907","R00134",3,2009,"kig"
"1908","R00135",3,2009,"kig"
"1909","R00136",2,2009,"kig"
"1910","R00137",3,2009,"kig"
"1911","S00001",1,2009,"kig"
"1912","S00007",2,2009,"kig"
"1913","S00008",2,2009,"kig"
"1914","S00009",4,2009,"kig"
"1915","S00010",3,2009,"kig"
"1916","S00011",3,2009,"kig"
"1917","S00012",3,2009,"kig"
"1918","S00014",3,2009,"kig"
"1919","S00015",3,2009,"kig"
"1920","S00016",3,2009,"kig"
"1921","S00017",2,2009,"kig"
"1922","T00047",3,2009,"kig"
"1923","T00049",2,2009,"kig"
"1924","T00053",4,2009,"kig"
"1925","T00066",2,2009,"kig"
"1926","T00072",4,2009,"kig"
"1927","T00085",2,2009,"kig"
"1928","T00088",3,2009,"kig"
"1929","T00089",3,2009,"kig"
"1930","T00091",3,2009,"kig"
"1931","T00092",2,2009,"kig"
"1932","T00093",2,2009,"kig"
"1933","T00094",2,2009,"kig"
"1934","T00095",2,2009,"kig"
"1935","T00096",1,2009,"kig"
"1936","A00028",3,2010,"kig"
"1937","A00035",5,2010,"kig"
"1938","A00044",5,2010,"kig"
"1939","A00048",5,2010,"kig"
"1940","A00050",3,2010,"kig"
"1941","A00052",4,2010,"kig"
"1942","A00054",6,2010,"kig"
"1943","A00056",6,2010,"kig"
"1944","A00070",5,2010,"kig"
"1945","A00075",6,2010,"kig"
"1946","A00076",4,2010,"kig"
"1947","A00081",5,2010,"kig"
"1948","A00082",5,2010,"kig"
"1949","A00083",6,2010,"kig"
"1950","A00088",4,2010,"kig"
"1951","A00105",5,2010,"kig"
"1952","A00109",4,2010,"kig"
"1953","A00111",6,2010,"kig"
"1954","H00002",4,2010,"kig"
"1955","H00003",4,2010,"kig"
"1956","M00040",6,2010,"kig"
"1957","M00041",5,2010,"kig"
"1958","M00060",5,2010,"kig"
"1959","M00065",5,2010,"kig"
"1960","M00067",6,2010,"kig"
"1961","M00072",4,2010,"kig"
"1962","M00074",3,2010,"kig"
"1963","M00080",5,2010,"kig"
"1964","M00082",5,2010,"kig"
"1965","M00083",9,2010,"kig"
"1966","M00086",6,2010,"kig"
"1967","M00090",7,2010,"kig"
"1968","M00093",5,2010,"kig"
"1969","M00095",4,2010,"kig"
"1970","MW0048",4,2010,"kig"
"1971","MW0074",3,2010,"kig"
"1972","MW0081",2,2010,"kig"
"1973","MW0082",6,2010,"kig"
"1974","MW0108",6,2010,"kig"
"1975","MW0109",4,2010,"kig"
"1976","MW0112",5,2010,"kig"
"1977","MW0116",3,2010,"kig"
"1978","MW0118",4,2010,"kig"
"1979","MW0120",4,2010,"kig"
"1980","MW0121",6,2010,"kig"
"1981","MW0123",6,2010,"kig"
"1982","MW0126",6,2010,"kig"
"1983","MW0127",4,2010,"kig"
"1984","MW0140",4,2010,"kig"
"1985","MW0144",5,2010,"kig"
"1986","MW0145",5,2010,"kig"
"1987","MW0146",5,2010,"kig"
"1988","MW0148",5,2010,"kig"
"1989","N00049",5,2010,"kig"
"1990","N00060",5,2010,"kig"
"1991","N00069",4,2010,"kig"
"1992","N00074",3,2010,"kig"
"1993","N00083",3,2010,"kig"
"1994","N00085",3,2010,"kig"
"1995","N00088",5,2010,"kig"
"1996","N00091",6,2010,"kig"
"1997","N00092",3,2010,"kig"
"1998","N00094",4,2010,"kig"
"1999","N00095",5,2010,"kig"
"2000","N00096",5,2010,"kig"
"2001","N00100",5,2010,"kig"
"2002","N00101",6,2010,"kig"
"2003","N00113",6,2010,"kig"
"2004","N00114",5,2010,"kig"
"2005","N00115",5,2010,"kig"
"2006","N00116",4,2010,"kig"
"2007","N00121",4,2010,"kig"
"2008","N00122",4,2010,"kig"
"2009","N00123",4,2010,"kig"
"2010","N00131",4,2010,"kig"
"2011","N00132",5,2010,"kig"
"2012","N00150",4,2010,"kig"
"2013","R00002",4,2010,"kig"
"2014","R00005",5,2010,"kig"
"2015","R00007",5,2010,"kig"
"2016","R00009",3,2010,"kig"
"2017","R00010",5,2010,"kig"
"2018","R00013",5,2010,"kig"
"2019","R00017",6,2010,"kig"
"2020","R00019",6,2010,"kig"
"2021","R00020",4,2010,"kig"
"2022","R00025",5,2010,"kig"
"2023","R00028",5,2010,"kig"
"2024","R00029",5,2010,"kig"
"2025","R00042",5,2010,"kig"
"2026","R00044",5,2010,"kig"
"2027","R00045",6,2010,"kig"
"2028","R00047",5,2010,"kig"
"2029","R00050",4,2010,"kig"
"2030","R00054",5,2010,"kig"
"2031","R00055",6,2010,"kig"
"2032","R00061",5,2010,"kig"
"2033","R00067",6,2010,"kig"
"2034","R00071",4,2010,"kig"
"2035","R00073",4,2010,"kig"
"2036","R00075",4,2010,"kig"
"2037","R00077",3,2010,"kig"
"2038","R00078",4,2010,"kig"
"2039","R00079",2,2010,"kig"
"2040","R00080",5,2010,"kig"
"2041","R00083",4,2010,"kig"
"2042","R00087",4,2010,"kig"
"2043","R00090",4,2010,"kig"
"2044","R00091",2,2010,"kig"
"2045","R00094",2,2010,"kig"
"2046","R00095",3,2010,"kig"
"2047","R00096",4,2010,"kig"
"2048","C00001",6,2011,"kig"
"2049","C00002",6,2011,"kig"
"2050","C00058",5,2011,"kig"
"2051","C00064",5,2011,"kig"
"2052","C00065",5,2011,"kig"
"2053","C00067",5,2011,"kig"
"2054","C00068",5,2011,"kig"
"2055","C00070",4,2011,"kig"
"2056","C00073",4,2011,"kig"
"2057","C00074",6,2011,"kig"
"2058","C00075",4,2011,"kig"
"2059","C00076",5,2011,"kig"
"2060","C00079",4,2011,"kig"
"2061","C00080",5,2011,"kig"
"2062","C00081",5,2011,"kig"
"2063","C00082",4,2011,"kig"
"2064","C00083",4,2011,"kig"
"2065","C00217",5,2011,"kig"
"2066","M00020",5,2011,"kig"
"2067","M00028",6,2011,"kig"
"2068","M00030",5,2011,"kig"
"2069","M00034",4,2011,"kig"
"2070","M00035",5,2011,"kig"
"2071","M00036",3,2011,"kig"
"2072","M00038",6,2011,"kig"
"2073","M00039",5,2011,"kig"
"2074","M00044",2,2011,"kig"
"2075","M00045",5,2011,"kig"
"2076","M00046",3,2011,"kig"
"2077","M00047",6,2011,"kig"
"2078","M00048",5,2011,"kig"
"2079","MG0029",3,2011,"kig"
"2080","MG0030",6,2011,"kig"
"2081","MG0031",6,2011,"kig"
"2082","MG0032",5,2011,"kig"
"2083","MG0058",4,2011,"kig"
"2084","MG0059",3,2011,"kig"
"2085","MG0063",4,2011,"kig"
"2086","MG0064",4,2011,"kig"
"2087","MG0065",6,2011,"kig"
"2088","MG0072",5,2011,"kig"
"2089","MG0073",6,2011,"kig"
"2090","MG0074",4,2011,"kig"
"2091","MG0078",5,2011,"kig"
"2092","MG0080",5,2011,"kig"
"2093","MG0081",7,2011,"kig"
"2094","MG0083",6,2011,"kig"
"2095","MG0084",5,2011,"kig"
"2096","MG0085",5,2011,"kig"
"2097","MG0086",6,2011,"kig"
"2098","MG0087",4,2011,"kig"
"2099","MG0088",6,2011,"kig"
"2100","MG0089",5,2011,"kig"
"2101","MG0090",4,2011,"kig"
"2102","MG0091",5,2011,"kig"
"2103","MG0092",5,2011,"kig"
"2104","MG0093",7,2011,"kig"
"2105","N00022",6,2011,"kig"
"2106","N00023",5,2011,"kig"
"2107","N00024",4,2011,"kig"
"2108","N00025",6,2011,"kig"
"2109","N00027",5,2011,"kig"
"2110","N00028",6,2011,"kig"
"2111","N00029",5,2011,"kig"
"2112","N00032",4,2011,"kig"
"2113","N00033",4,2011,"kig"
"2114","N00036",6,2011,"kig"
"2115","N00039",6,2011,"kig"
"2116","N00042",3,2011,"kig"
"2117","N00047",6,2011,"kig"
"2118","N00048",6,2011,"kig"
"2119","N00049",5,2011,"kig"
"2120","N00050",6,2011,"kig"
"2121","N00051",6,2011,"kig"
"2122","N00052",5,2011,"kig"
"2123","N00054",5,2011,"kig"
"2124","N00055",4,2011,"kig"
"2125","N00057",6,2011,"kig"
"2126","N00060",6,2011,"kig"
"2127","N00062",6,2011,"kig"
"2128","N00066",6,2011,"kig"
"2129","N00067",4,2011,"kig"
"2130","N00069",3,2011,"kig"
"2131","N00070",4,2011,"kig"
"2132","N00071",4,2011,"kig"
"2133","N00072",4,2011,"kig"
"2134","N00073",5,2011,"kig"
"2135","N00074",5,2011,"kig"
"2136","N00075",4,2011,"kig"
"2137","N00077",4,2011,"kig"
"2138","N00078",5,2011,"kig"
"2139","N00079",5,2011,"kig"
"2140","N00080",3,2011,"kig"
"2141","N00081",5,2011,"kig"
"2142","N00082",5,2011,"kig"
"2143","N00083",4,2011,"kig"
"2144","N00084",5,2011,"kig"
"2145","N00085",4,2011,"kig"
"2146","N00086",4,2011,"kig"
"2147","N00087",6,2011,"kig"
"2148","N00088",5,2011,"kig"
"2149","N00091",1,2011,"kig"
"2150","N00089",3,2011,"kig"
"2151","C00003",6,2012,"kig"
"2152","C00004",5,2012,"kig"
"2153","C00011",6,2012,"kig"
"2154","C00012",4,2012,"kig"
"2155","C00013",4,2012,"kig"
"2156","C00014",5,2012,"kig"
"2157","C00015",5,2012,"kig"
"2158","C00017",5,2012,"kig"
"2159","C00019",5,2012,"kig"
"2160","C00025",6,2012,"kig"
"2161","C00026",5,2012,"kig"
"2162","C00033",4,2012,"kig"
"2163","C00036",4,2012,"kig"
"2164","C00037",4,2012,"kig"
"2165","C00038",5,2012,"kig"
"2166","C00040",5,2012,"kig"
"2167","C00041",5,2012,"kig"
"2168","C00042",4,2012,"kig"
"2169","C00045",5,2012,"kig"
"2170","C00046",3,2012,"kig"
"2171","C00048",3,2012,"kig"
"2172","C00053",5,2012,"kig"
"2173","M00002",4,2012,"kig"
"2174","M00015",6,2012,"kig"
"2175","M00018",4,2012,"kig"
"2176","M00019",5,2012,"kig"
"2177","M00021",5,2012,"kig"
"2178","M00024",5,2012,"kig"
"2179","M00025",4,2012,"kig"
"2180","M00026",4,2012,"kig"
"2181","M00027",3,2012,"kig"
"2182","M00029",5,2012,"kig"
"2183","M00031",5,2012,"kig"
"2184","M00050",5,2012,"kig"
"2185","N00003",5,2012,"kig"
"2186","NG0007",4,2012,"kig"
"2187","N00007",7,2012,"kig"
"2188","N00014",5,2012,"kig"
"2189","N00015",4,2012,"kig"
"2190","N00016",4,2012,"kig"
"2191","N00017",4,2012,"kig"
"2192","N00018",5,2012,"kig"
"2193","N00020",6,2012,"kig"
"2194","N00023",6,2012,"kig"
"2195","N00024",6,2012,"kig"
"2196","N00025",4,2012,"kig"
"2197","N00026",5,2012,"kig"
"2198","N00030",3,2012,"kig"
"2199","N00031",6,2012,"kig"
"2200","N00033",5,2012,"kig"
"2201","N00034",4,2012,"kig"
"2202","N00035",5,2012,"kig"
"2203","N00037",4,2012,"kig"
"2204","N00038",5,2012,"kig"
"2205","N00039",4,2012,"kig"
"2206","N00040",4,2012,"kig"
"2207","N00043",5,2012,"kig"
"2208","N00044",4,2012,"kig"
"2209","N00045",5,2012,"kig"
"2210","N00046",4,2012,"kig"
"2211","N00047",4,2012,"kig"
"2212","N00048",5,2012,"kig"
"2213","N00049",5,2012,"kig"
"2214","N00050",3,2012,"kig"
"2215","N00051",4,2012,"kig"
"2216","N00052",5,2012,"kig"
"2217","N00053",5,2012,"kig"
"2218","N00054",4,2012,"kig"
"2219","N00055",4,2012,"kig"
"2220","N00056",4,2012,"kig"
"2221","N00057",5,2012,"kig"
"2222","N00058",4,2012,"kig"
"2223","N00059",2,2012,"kig"
"2224","N00061",4,2012,"kig"
"2225","N00062",4,2012,"kig"
"2226","N00063",3,2012,"kig"
"2227","N00064",2,2012,"kig"
"2228","N00065",2,2012,"kig"
"2229","N00067",5,2012,"kig"
"2230","SBS004",4,2012,"kig"
"2231","SBS066",4,2012,"kig"
"2232","SBS007",5,2012,"kig"
"2233","SBS009",5,2012,"kig"
"2234","SBS010",5,2012,"kig"
"2235","SBS011",5,2012,"kig"
"2236","SBS015",4,2012,"kig"
"2237","SBS016",5,2012,"kig"
"2238","SBS018",5,2012,"kig"
"2239","SBS020",5,2012,"kig"
"2240","SBS021",5,2012,"kig"
"2241","SBS023",4,2012,"kig"
"2242","SBS025",4,2012,"kig"
"2243","SBS026",5,2012,"kig"
"2244","SBS029",6,2012,"kig"
"2245","SBS031",5,2012,"kig"
"2246","SBS032",5,2012,"kig"
"2247","SBS036",4,2012,"kig"
"2248","SBS037",5,2012,"kig"
"2249","SBS038",4,2012,"kig"
"2250","SBS039",5,2012,"kig"
"2251","SBS041",5,2012,"kig"
"2252","SBS042",3,2012,"kig"
"2253","SBS043",3,2012,"kig"
"2254","SBS044",4,2012,"kig"
"2255","SBS045",5,2012,"kig"
"2256","SBS048",5,2012,"kig"
"2257","SBS050",5,2012,"kig"
"2258","SBS052",5,2012,"kig"
"2259","SBS054",4,2012,"kig"
"2260","SBS056",3,2012,"kig"
"2261","SBS061",5,2012,"kig"
"2262","SBS062",5,2012,"kig"
"2263","SBS064",6,2012,"kig"
"2264","SBS065",5,2012,"kig"
"2265","SBS067",5,2012,"kig"
"2266","JR0001",5,2013,"kig"
"2267","JR0003",6,2013,"kig"
"2268","JR0004",4,2013,"kig"
"2269","JR0007",2,2013,"kig"
"2270","JR0008",6,2013,"kig"
"2271","JR0009",6,2013,"kig"
"2272","JR0011",5,2013,"kig"
"2273","JR0012",5,2013,"kig"
